User Phrase;VARK Style;Pillar;Mood
Not feelin' my routine today 😕;Read/Write;Focus;shy
Pretty sure my confidence just leveled up 🔥;Visual;Focus;bored
Can I get a redo on that swing?;Kinesthetic;Control;confused
Not feelin' my routine today 😕;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Kinesthetic;Confidence;bored
I kinda zoned out mid-round 😶;Aural;Confidence;pumped
Does this count as visualization?;Kinesthetic;Confidence;bored
I actually crushed it this time!;Read/Write;Focus;bored
Not feelin' my routine today 😕;Kinesthetic;Confidence;excited
I actually crushed it this time!;Read/Write;Control;confused
Wait, so was I supposed to breathe there?;Aural;Control;excited
I actually crushed it this time!;Visual;Focus;shy
Whoa, I just aced my focus drill!;Kinesthetic;Focus;pumped
Wait, so was I supposed to breathe there?;Read/Write;Control;confused
Ugh, total brain fog on that hole...;Kinesthetic;Control;shy
Ugh, total brain fog on that hole...;Aural;Control;pumped
I actually crushed it this time!;Visual;Control;excited
I kinda zoned out mid-round 😶;Read/Write;Confidence;pumped
I kinda zoned out mid-round 😶;Aural;Confidence;confused
Hey coach, was that reset okay?;Aural;Confidence;shy
Whoa, I just aced my focus drill!;Visual;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;bored
I kinda zoned out mid-round 😶;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Visual;Confidence;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;shy
Wait, so was I supposed to breathe there?;Read/Write;Focus;bored
Does this count as visualization?;Kinesthetic;Confidence;confused
Does this count as visualization?;Visual;Focus;confused
Wait, so was I supposed to breathe there?;Visual;Control;bored
Hey coach, was that reset okay?;Aural;Control;shy
Ugh, total brain fog on that hole...;Aural;Focus;pumped
Whoa, I just aced my focus drill!;Read/Write;Focus;excited
Ugh, total brain fog on that hole...;Kinesthetic;Focus;pumped
Hey coach, was that reset okay?;Read/Write;Control;excited
Can I get a redo on that swing?;Kinesthetic;Focus;excited
Not feelin' my routine today 😕;Read/Write;Confidence;shy
Not feelin' my routine today 😕;Aural;Control;shy
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;excited
Ugh, total brain fog on that hole...;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Kinesthetic;Focus;excited
Wait, so was I supposed to breathe there?;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Aural;Focus;excited
Hey coach, was that reset okay?;Aural;Confidence;pumped
Ugh, total brain fog on that hole...;Read/Write;Control;excited
I actually crushed it this time!;Aural;Confidence;excited
I kinda zoned out mid-round 😶;Kinesthetic;Focus;excited
I kinda zoned out mid-round 😶;Read/Write;Control;confused
Whoa, I just aced my focus drill!;Visual;Control;excited
Can I get a redo on that swing?;Visual;Confidence;bored
I actually crushed it this time!;Read/Write;Confidence;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;shy
Does this count as visualization?;Visual;Focus;shy
Hey coach, was that reset okay?;Aural;Focus;pumped
Does this count as visualization?;Kinesthetic;Control;bored
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;bored
Whoa, I just aced my focus drill!;Visual;Confidence;shy
Whoa, I just aced my focus drill!;Read/Write;Confidence;shy
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
Wait, so was I supposed to breathe there?;Aural;Control;confused
I actually crushed it this time!;Aural;Focus;confused
I kinda zoned out mid-round 😶;Aural;Confidence;bored
I actually crushed it this time!;Read/Write;Focus;excited
I actually crushed it this time!;Kinesthetic;Control;excited
Whoa, I just aced my focus drill!;Read/Write;Focus;excited
Not feelin' my routine today 😕;Kinesthetic;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;bored
Not feelin' my routine today 😕;Visual;Focus;shy
Does this count as visualization?;Aural;Confidence;pumped
Wait, so was I supposed to breathe there?;Visual;Focus;shy
Wait, so was I supposed to breathe there?;Read/Write;Confidence;confused
Can I get a redo on that swing?;Aural;Focus;shy
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;bored
Can I get a redo on that swing?;Aural;Confidence;shy
Ugh, total brain fog on that hole...;Read/Write;Control;shy
Does this count as visualization?;Aural;Focus;shy
Ugh, total brain fog on that hole...;Read/Write;Control;excited
Hey coach, was that reset okay?;Aural;Control;excited
Wait, so was I supposed to breathe there?;Read/Write;Focus;shy
I actually crushed it this time!;Read/Write;Control;bored
Pretty sure my confidence just leveled up 🔥;Aural;Control;confused
Wait, so was I supposed to breathe there?;Read/Write;Confidence;excited
I kinda zoned out mid-round 😶;Visual;Focus;bored
I kinda zoned out mid-round 😶;Aural;Control;pumped
I actually crushed it this time!;Visual;Control;excited
Wait, so was I supposed to breathe there?;Visual;Control;excited
Can I get a redo on that swing?;Visual;Focus;pumped
Whoa, I just aced my focus drill!;Aural;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Control;bored
Not feelin' my routine today 😕;Visual;Focus;confused
Can I get a redo on that swing?;Read/Write;Focus;bored
Wait, so was I supposed to breathe there?;Aural;Control;confused
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
Whoa, I just aced my focus drill!;Kinesthetic;Focus;excited
Can I get a redo on that swing?;Aural;Control;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;confused
Ugh, total brain fog on that hole...;Aural;Confidence;shy
Ugh, total brain fog on that hole...;Visual;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Confidence;bored
Does this count as visualization?;Kinesthetic;Focus;shy
I actually crushed it this time!;Kinesthetic;Confidence;confused
Hey coach, was that reset okay?;Visual;Focus;excited
Does this count as visualization?;Aural;Control;shy
Hey coach, was that reset okay?;Read/Write;Focus;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;excited
Not feelin' my routine today 😕;Read/Write;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Control;pumped
Not feelin' my routine today 😕;Kinesthetic;Control;bored
Pretty sure my confidence just leveled up 🔥;Aural;Control;confused
Whoa, I just aced my focus drill!;Read/Write;Focus;confused
Whoa, I just aced my focus drill!;Visual;Control;excited
Does this count as visualization?;Read/Write;Confidence;bored
Wait, so was I supposed to breathe there?;Read/Write;Control;excited
Whoa, I just aced my focus drill!;Aural;Confidence;shy
I actually crushed it this time!;Read/Write;Control;confused
Whoa, I just aced my focus drill!;Read/Write;Control;confused
I kinda zoned out mid-round 😶;Visual;Control;bored
Wait, so was I supposed to breathe there?;Aural;Control;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;pumped
Does this count as visualization?;Kinesthetic;Focus;shy
Can I get a redo on that swing?;Visual;Control;pumped
Does this count as visualization?;Visual;Confidence;excited
I actually crushed it this time!;Kinesthetic;Control;bored
I actually crushed it this time!;Aural;Confidence;shy
Wait, so was I supposed to breathe there?;Visual;Control;excited
Can I get a redo on that swing?;Kinesthetic;Control;confused
Does this count as visualization?;Aural;Focus;pumped
Can I get a redo on that swing?;Read/Write;Confidence;excited
Can I get a redo on that swing?;Aural;Control;confused
Can I get a redo on that swing?;Aural;Control;excited
Ugh, total brain fog on that hole...;Visual;Control;pumped
Whoa, I just aced my focus drill!;Read/Write;Control;excited
Hey coach, was that reset okay?;Kinesthetic;Control;excited
Whoa, I just aced my focus drill!;Aural;Control;pumped
Can I get a redo on that swing?;Aural;Focus;confused
Can I get a redo on that swing?;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Read/Write;Focus;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;pumped
Wait, so was I supposed to breathe there?;Aural;Control;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Confidence;pumped
Not feelin' my routine today 😕;Kinesthetic;Confidence;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;shy
Ugh, total brain fog on that hole...;Kinesthetic;Confidence;excited
I actually crushed it this time!;Read/Write;Focus;bored
Does this count as visualization?;Kinesthetic;Confidence;confused
Ugh, total brain fog on that hole...;Read/Write;Control;excited
Can I get a redo on that swing?;Aural;Confidence;pumped
Ugh, total brain fog on that hole...;Read/Write;Focus;bored
Ugh, total brain fog on that hole...;Visual;Confidence;pumped
Not feelin' my routine today 😕;Read/Write;Control;excited
Whoa, I just aced my focus drill!;Visual;Focus;confused
Not feelin' my routine today 😕;Read/Write;Confidence;shy
Does this count as visualization?;Read/Write;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;pumped
Ugh, total brain fog on that hole...;Aural;Confidence;pumped
Can I get a redo on that swing?;Visual;Control;excited
Does this count as visualization?;Aural;Focus;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;confused
Does this count as visualization?;Visual;Control;confused
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;bored
Can I get a redo on that swing?;Aural;Focus;excited
Whoa, I just aced my focus drill!;Read/Write;Confidence;confused
Whoa, I just aced my focus drill!;Read/Write;Control;confused
Not feelin' my routine today 😕;Aural;Focus;confused
I actually crushed it this time!;Read/Write;Focus;confused
Does this count as visualization?;Aural;Focus;shy
I actually crushed it this time!;Aural;Confidence;shy
Ugh, total brain fog on that hole...;Read/Write;Control;shy
Does this count as visualization?;Kinesthetic;Control;confused
Does this count as visualization?;Kinesthetic;Focus;bored
Wait, so was I supposed to breathe there?;Read/Write;Confidence;pumped
I kinda zoned out mid-round 😶;Aural;Confidence;pumped
Ugh, total brain fog on that hole...;Aural;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;confused
I actually crushed it this time!;Read/Write;Focus;shy
I kinda zoned out mid-round 😶;Visual;Focus;bored
Not feelin' my routine today 😕;Visual;Control;confused
Hey coach, was that reset okay?;Visual;Focus;confused
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;pumped
I kinda zoned out mid-round 😶;Aural;Confidence;confused
Hey coach, was that reset okay?;Kinesthetic;Focus;pumped
Does this count as visualization?;Visual;Focus;bored
I actually crushed it this time!;Read/Write;Confidence;excited
Whoa, I just aced my focus drill!;Read/Write;Confidence;shy
I kinda zoned out mid-round 😶;Kinesthetic;Control;shy
Does this count as visualization?;Visual;Control;excited
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;bored
Can I get a redo on that swing?;Read/Write;Focus;excited
Does this count as visualization?;Aural;Control;bored
Not feelin' my routine today 😕;Visual;Confidence;pumped
Does this count as visualization?;Visual;Control;pumped
I kinda zoned out mid-round 😶;Visual;Confidence;pumped
Can I get a redo on that swing?;Visual;Focus;pumped
I kinda zoned out mid-round 😶;Visual;Control;shy
Can I get a redo on that swing?;Visual;Confidence;confused
I actually crushed it this time!;Aural;Focus;bored
Whoa, I just aced my focus drill!;Read/Write;Confidence;shy
Ugh, total brain fog on that hole...;Visual;Focus;shy
I actually crushed it this time!;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Aural;Focus;confused
Does this count as visualization?;Aural;Confidence;bored
I kinda zoned out mid-round 😶;Read/Write;Focus;confused
Whoa, I just aced my focus drill!;Visual;Confidence;bored
I kinda zoned out mid-round 😶;Aural;Confidence;excited
Whoa, I just aced my focus drill!;Kinesthetic;Control;excited
I kinda zoned out mid-round 😶;Read/Write;Confidence;shy
I actually crushed it this time!;Read/Write;Control;pumped
Does this count as visualization?;Aural;Focus;confused
Not feelin' my routine today 😕;Read/Write;Focus;shy
I actually crushed it this time!;Read/Write;Focus;bored
Not feelin' my routine today 😕;Visual;Focus;pumped
Whoa, I just aced my focus drill!;Aural;Focus;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;bored
Can I get a redo on that swing?;Aural;Confidence;pumped
I actually crushed it this time!;Read/Write;Control;excited
Does this count as visualization?;Visual;Focus;excited
Hey coach, was that reset okay?;Kinesthetic;Focus;confused
Does this count as visualization?;Read/Write;Focus;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;pumped
I actually crushed it this time!;Visual;Focus;shy
Hey coach, was that reset okay?;Read/Write;Confidence;pumped
Ugh, total brain fog on that hole...;Kinesthetic;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;shy
I actually crushed it this time!;Visual;Confidence;shy
Does this count as visualization?;Visual;Control;shy
I kinda zoned out mid-round 😶;Aural;Focus;bored
Wait, so was I supposed to breathe there?;Visual;Control;excited
Hey coach, was that reset okay?;Visual;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Focus;shy
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;pumped
Ugh, total brain fog on that hole...;Kinesthetic;Control;excited
Ugh, total brain fog on that hole...;Visual;Focus;bored
Ugh, total brain fog on that hole...;Visual;Focus;shy
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Confidence;bored
I actually crushed it this time!;Kinesthetic;Control;excited
Does this count as visualization?;Kinesthetic;Focus;pumped
Hey coach, was that reset okay?;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Aural;Control;confused
Does this count as visualization?;Aural;Confidence;excited
Ugh, total brain fog on that hole...;Aural;Focus;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;shy
Does this count as visualization?;Aural;Focus;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;bored
Wait, so was I supposed to breathe there?;Aural;Control;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;excited
Ugh, total brain fog on that hole...;Read/Write;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;confused
Can I get a redo on that swing?;Kinesthetic;Control;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;pumped
Does this count as visualization?;Aural;Control;bored
Does this count as visualization?;Aural;Control;excited
Wait, so was I supposed to breathe there?;Visual;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Focus;bored
Hey coach, was that reset okay?;Kinesthetic;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Confidence;bored
I actually crushed it this time!;Kinesthetic;Confidence;bored
Hey coach, was that reset okay?;Read/Write;Control;pumped
Hey coach, was that reset okay?;Aural;Control;excited
Not feelin' my routine today 😕;Visual;Confidence;excited
Can I get a redo on that swing?;Visual;Control;confused
Can I get a redo on that swing?;Aural;Confidence;confused
Not feelin' my routine today 😕;Read/Write;Control;excited
Whoa, I just aced my focus drill!;Kinesthetic;Control;shy
Wait, so was I supposed to breathe there?;Read/Write;Focus;bored
Whoa, I just aced my focus drill!;Aural;Control;pumped
I actually crushed it this time!;Aural;Control;shy
Pretty sure my confidence just leveled up 🔥;Visual;Control;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;excited
Does this count as visualization?;Kinesthetic;Control;confused
Whoa, I just aced my focus drill!;Read/Write;Confidence;excited
Ugh, total brain fog on that hole...;Read/Write;Control;confused
Wait, so was I supposed to breathe there?;Visual;Focus;pumped
Hey coach, was that reset okay?;Kinesthetic;Control;pumped
Whoa, I just aced my focus drill!;Read/Write;Confidence;excited
I kinda zoned out mid-round 😶;Read/Write;Focus;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Control;excited
I actually crushed it this time!;Aural;Focus;shy
Ugh, total brain fog on that hole...;Read/Write;Confidence;shy
Wait, so was I supposed to breathe there?;Aural;Confidence;bored
I kinda zoned out mid-round 😶;Visual;Control;bored
Whoa, I just aced my focus drill!;Read/Write;Confidence;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Control;confused
I kinda zoned out mid-round 😶;Read/Write;Confidence;excited
I actually crushed it this time!;Aural;Confidence;pumped
Wait, so was I supposed to breathe there?;Read/Write;Control;bored
I actually crushed it this time!;Aural;Focus;bored
Can I get a redo on that swing?;Visual;Focus;pumped
Wait, so was I supposed to breathe there?;Visual;Focus;excited
Hey coach, was that reset okay?;Visual;Control;confused
Does this count as visualization?;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Kinesthetic;Control;confused
I kinda zoned out mid-round 😶;Read/Write;Control;confused
Hey coach, was that reset okay?;Visual;Focus;shy
Ugh, total brain fog on that hole...;Kinesthetic;Focus;pumped
Ugh, total brain fog on that hole...;Aural;Control;bored
I kinda zoned out mid-round 😶;Visual;Control;shy
I actually crushed it this time!;Read/Write;Focus;excited
Can I get a redo on that swing?;Kinesthetic;Confidence;excited
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
Can I get a redo on that swing?;Visual;Control;bored
I actually crushed it this time!;Kinesthetic;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Focus;confused
Can I get a redo on that swing?;Read/Write;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;excited
Wait, so was I supposed to breathe there?;Aural;Focus;pumped
Does this count as visualization?;Read/Write;Confidence;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Focus;bored
Whoa, I just aced my focus drill!;Aural;Confidence;bored
Hey coach, was that reset okay?;Visual;Confidence;shy
Whoa, I just aced my focus drill!;Read/Write;Control;shy
I actually crushed it this time!;Aural;Control;shy
Hey coach, was that reset okay?;Read/Write;Confidence;confused
Not feelin' my routine today 😕;Read/Write;Control;pumped
Does this count as visualization?;Kinesthetic;Confidence;pumped
Hey coach, was that reset okay?;Kinesthetic;Confidence;excited
I kinda zoned out mid-round 😶;Aural;Control;excited
Whoa, I just aced my focus drill!;Visual;Focus;confused
Can I get a redo on that swing?;Aural;Confidence;pumped
Not feelin' my routine today 😕;Read/Write;Control;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;shy
Pretty sure my confidence just leveled up 🔥;Aural;Focus;shy
I actually crushed it this time!;Visual;Confidence;bored
Ugh, total brain fog on that hole...;Kinesthetic;Focus;excited
Hey coach, was that reset okay?;Kinesthetic;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Confidence;pumped
Whoa, I just aced my focus drill!;Visual;Confidence;pumped
I kinda zoned out mid-round 😶;Visual;Control;pumped
I kinda zoned out mid-round 😶;Aural;Control;confused
I kinda zoned out mid-round 😶;Aural;Control;confused
Does this count as visualization?;Read/Write;Control;pumped
Can I get a redo on that swing?;Aural;Control;shy
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;confused
Not feelin' my routine today 😕;Kinesthetic;Focus;bored
Not feelin' my routine today 😕;Visual;Focus;confused
Not feelin' my routine today 😕;Visual;Control;pumped
Does this count as visualization?;Aural;Focus;pumped
Can I get a redo on that swing?;Kinesthetic;Focus;shy
Does this count as visualization?;Read/Write;Focus;pumped
Not feelin' my routine today 😕;Read/Write;Control;excited
I actually crushed it this time!;Read/Write;Confidence;excited
Not feelin' my routine today 😕;Kinesthetic;Confidence;confused
I kinda zoned out mid-round 😶;Read/Write;Control;shy
Not feelin' my routine today 😕;Read/Write;Confidence;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;excited
Ugh, total brain fog on that hole...;Read/Write;Confidence;excited
Not feelin' my routine today 😕;Read/Write;Confidence;bored
Wait, so was I supposed to breathe there?;Aural;Confidence;bored
Whoa, I just aced my focus drill!;Kinesthetic;Focus;shy
Pretty sure my confidence just leveled up 🔥;Aural;Control;bored
Whoa, I just aced my focus drill!;Visual;Focus;excited
I actually crushed it this time!;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Kinesthetic;Focus;bored
I kinda zoned out mid-round 😶;Visual;Control;pumped
Does this count as visualization?;Read/Write;Control;pumped
Can I get a redo on that swing?;Visual;Confidence;shy
Whoa, I just aced my focus drill!;Aural;Confidence;confused
I actually crushed it this time!;Read/Write;Control;shy
Can I get a redo on that swing?;Read/Write;Control;confused
Can I get a redo on that swing?;Kinesthetic;Confidence;shy
Can I get a redo on that swing?;Read/Write;Focus;confused
I kinda zoned out mid-round 😶;Aural;Control;bored
Can I get a redo on that swing?;Visual;Control;excited
Can I get a redo on that swing?;Visual;Focus;excited
I kinda zoned out mid-round 😶;Read/Write;Control;shy
Not feelin' my routine today 😕;Aural;Focus;excited
Not feelin' my routine today 😕;Read/Write;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;shy
Can I get a redo on that swing?;Read/Write;Confidence;pumped
I actually crushed it this time!;Aural;Focus;confused
Hey coach, was that reset okay?;Read/Write;Focus;shy
Hey coach, was that reset okay?;Read/Write;Control;excited
Does this count as visualization?;Read/Write;Control;confused
Can I get a redo on that swing?;Read/Write;Confidence;shy
Hey coach, was that reset okay?;Read/Write;Confidence;confused
I kinda zoned out mid-round 😶;Aural;Confidence;confused
Can I get a redo on that swing?;Read/Write;Control;confused
I kinda zoned out mid-round 😶;Visual;Focus;pumped
Not feelin' my routine today 😕;Aural;Confidence;confused
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;confused
I kinda zoned out mid-round 😶;Kinesthetic;Focus;pumped
Ugh, total brain fog on that hole...;Read/Write;Control;confused
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;pumped
Whoa, I just aced my focus drill!;Aural;Focus;shy
Hey coach, was that reset okay?;Visual;Focus;excited
I kinda zoned out mid-round 😶;Read/Write;Control;bored
I actually crushed it this time!;Aural;Confidence;excited
Not feelin' my routine today 😕;Kinesthetic;Control;confused
Can I get a redo on that swing?;Aural;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Focus;excited
Wait, so was I supposed to breathe there?;Aural;Control;excited
Hey coach, was that reset okay?;Kinesthetic;Confidence;shy
Not feelin' my routine today 😕;Read/Write;Control;excited
Wait, so was I supposed to breathe there?;Visual;Confidence;shy
Does this count as visualization?;Aural;Focus;pumped
Does this count as visualization?;Aural;Confidence;bored
Hey coach, was that reset okay?;Visual;Control;excited
Wait, so was I supposed to breathe there?;Aural;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Aural;Control;pumped
I actually crushed it this time!;Kinesthetic;Confidence;pumped
Wait, so was I supposed to breathe there?;Read/Write;Control;bored
Can I get a redo on that swing?;Kinesthetic;Confidence;confused
Whoa, I just aced my focus drill!;Aural;Focus;pumped
Whoa, I just aced my focus drill!;Aural;Focus;shy
Can I get a redo on that swing?;Read/Write;Focus;shy
Not feelin' my routine today 😕;Aural;Focus;confused
Hey coach, was that reset okay?;Read/Write;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;excited
I kinda zoned out mid-round 😶;Aural;Focus;excited
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;confused
Ugh, total brain fog on that hole...;Visual;Focus;shy
I actually crushed it this time!;Read/Write;Focus;shy
Can I get a redo on that swing?;Read/Write;Control;pumped
Can I get a redo on that swing?;Kinesthetic;Confidence;excited
Hey coach, was that reset okay?;Kinesthetic;Confidence;bored
Wait, so was I supposed to breathe there?;Visual;Control;excited
Ugh, total brain fog on that hole...;Visual;Confidence;shy
Not feelin' my routine today 😕;Aural;Focus;bored
Does this count as visualization?;Visual;Control;excited
Whoa, I just aced my focus drill!;Aural;Focus;excited
Ugh, total brain fog on that hole...;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Visual;Control;bored
I kinda zoned out mid-round 😶;Aural;Control;confused
I kinda zoned out mid-round 😶;Read/Write;Focus;shy
Not feelin' my routine today 😕;Kinesthetic;Confidence;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;pumped
Not feelin' my routine today 😕;Aural;Focus;excited
Not feelin' my routine today 😕;Visual;Focus;bored
Hey coach, was that reset okay?;Read/Write;Confidence;bored
Does this count as visualization?;Visual;Control;confused
Does this count as visualization?;Aural;Confidence;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;pumped
Hey coach, was that reset okay?;Kinesthetic;Focus;excited
Wait, so was I supposed to breathe there?;Read/Write;Control;pumped
Whoa, I just aced my focus drill!;Visual;Control;shy
Can I get a redo on that swing?;Aural;Confidence;pumped
I kinda zoned out mid-round 😶;Read/Write;Control;confused
Ugh, total brain fog on that hole...;Aural;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Aural;Focus;pumped
Hey coach, was that reset okay?;Kinesthetic;Confidence;confused
I kinda zoned out mid-round 😶;Aural;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Confidence;bored
Can I get a redo on that swing?;Aural;Control;bored
Ugh, total brain fog on that hole...;Visual;Control;excited
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
Whoa, I just aced my focus drill!;Kinesthetic;Focus;excited
Does this count as visualization?;Kinesthetic;Control;shy
Not feelin' my routine today 😕;Visual;Confidence;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;confused
Does this count as visualization?;Kinesthetic;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Control;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Focus;pumped
Can I get a redo on that swing?;Kinesthetic;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Confidence;confused
Not feelin' my routine today 😕;Aural;Control;excited
Wait, so was I supposed to breathe there?;Visual;Focus;shy
Does this count as visualization?;Kinesthetic;Focus;pumped
I kinda zoned out mid-round 😶;Visual;Control;shy
Not feelin' my routine today 😕;Visual;Confidence;shy
Ugh, total brain fog on that hole...;Visual;Control;confused
Ugh, total brain fog on that hole...;Aural;Focus;confused
Ugh, total brain fog on that hole...;Read/Write;Confidence;excited
Wait, so was I supposed to breathe there?;Aural;Control;pumped
I actually crushed it this time!;Aural;Focus;pumped
I actually crushed it this time!;Read/Write;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Visual;Control;shy
Not feelin' my routine today 😕;Kinesthetic;Control;bored
Hey coach, was that reset okay?;Kinesthetic;Confidence;shy
Does this count as visualization?;Visual;Control;excited
I actually crushed it this time!;Kinesthetic;Confidence;pumped
Can I get a redo on that swing?;Visual;Control;shy
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;excited
Not feelin' my routine today 😕;Kinesthetic;Focus;confused
Wait, so was I supposed to breathe there?;Visual;Control;excited
Does this count as visualization?;Read/Write;Control;shy
Can I get a redo on that swing?;Kinesthetic;Control;pumped
Does this count as visualization?;Kinesthetic;Confidence;pumped
Wait, so was I supposed to breathe there?;Aural;Control;shy
Ugh, total brain fog on that hole...;Visual;Focus;bored
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Visual;Control;confused
Can I get a redo on that swing?;Kinesthetic;Control;confused
Does this count as visualization?;Visual;Confidence;confused
Whoa, I just aced my focus drill!;Read/Write;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;confused
Hey coach, was that reset okay?;Aural;Focus;bored
Ugh, total brain fog on that hole...;Aural;Focus;excited
Not feelin' my routine today 😕;Aural;Focus;shy
Hey coach, was that reset okay?;Visual;Focus;confused
Can I get a redo on that swing?;Aural;Confidence;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Visual;Control;bored
Whoa, I just aced my focus drill!;Visual;Confidence;confused
I actually crushed it this time!;Read/Write;Confidence;shy
Not feelin' my routine today 😕;Visual;Focus;confused
Not feelin' my routine today 😕;Aural;Confidence;pumped
Can I get a redo on that swing?;Read/Write;Focus;shy
Wait, so was I supposed to breathe there?;Aural;Control;excited
Not feelin' my routine today 😕;Visual;Confidence;confused
Hey coach, was that reset okay?;Read/Write;Control;excited
Wait, so was I supposed to breathe there?;Read/Write;Confidence;bored
Can I get a redo on that swing?;Read/Write;Focus;shy
I actually crushed it this time!;Aural;Focus;shy
I actually crushed it this time!;Visual;Focus;shy
Wait, so was I supposed to breathe there?;Aural;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Control;pumped
Not feelin' my routine today 😕;Aural;Control;bored
Hey coach, was that reset okay?;Kinesthetic;Focus;excited
I kinda zoned out mid-round 😶;Aural;Control;confused
Hey coach, was that reset okay?;Read/Write;Focus;confused
Whoa, I just aced my focus drill!;Visual;Control;pumped
