Phrase,Intent,Tags,Notes
Pushed a lob wedge into the missed long.,ShotLog.Technical,"Club:lob wedge,Distance:200 yards,Condition:off a downhill slope,Shape:straight,Outcome:missed long,Hole:hole 11",Technical shot voice log for NLP training
"7-iron shot from 90 feet, into the wind, landed missed right.",ShotLog.Technical,"Club:7-iron,Distance:90 feet,Condition:into the wind,Shape:push,Outcome:missed right,Hole:hole 1",Technical shot voice log for NLP training
"Hit a sand wedge from 210 yards, shot a fade.",ShotLog.Technical,"Club:sand wedge,Distance:210 yards,Condition:tight lie,Shape:fade,Outcome:missed long,Hole:hole 9",Technical shot voice log for NLP training
Hit a sand wedge from 80 yards wet fairway.,ShotLog.Technical,"Club:sand wedge,Distance:80 yards,Condition:wet fairway,Shape:slice,Outcome:missed short,Hole:hole 3",Technical shot voice log for NLP training
"Played a push with my 4-iron from 60 yards, ended up missed right.",ShotLog.Technical,"Club:4-iron,Distance:60 yards,Condition:into the wind,Shape:push,Outcome:missed right,Hole:hole 4",Technical shot voice log for NLP training
Hit a 2-iron from 85 feet.,ShotLog.Technical,"Club:2-iron,Distance:85 feet,Condition:off the tee,Shape:push,Outcome:in the rough,Hole:hole 11",Technical shot voice log for NLP training
"Used my putter on hole 17, 80 yards, from the rough.",ShotLog.Technical,"Club:putter,Distance:80 yards,Condition:from the rough,Shape:straight,Outcome:rolled off the back,Hole:hole 17",Technical shot voice log for NLP training
"Hit a 3-wood from 100 yards, shot a .",ShotLog.Technical,"Club:3-wood,Distance:100 yards,Condition:from the rough,Shape:None,Outcome:in the rough,Hole:hole 16",Technical shot voice log for NLP training
"Putting for 160 yards, missed in the water.",ShotLog.Technical,"Club:9-iron,Distance:160 yards,Condition:off a downhill slope,Shape:slice,Outcome:in the water,Hole:hole 5",Technical shot voice log for NLP training
Hit a 2-iron from 170 yards .,ShotLog.Technical,"Club:2-iron,Distance:170 yards,Condition:None,Shape:draw,Outcome:missed short,Hole:hole 7",Technical shot voice log for NLP training
Pushed a 7-iron into the stayed on the fringe.,ShotLog.Technical,"Club:7-iron,Distance:10 feet,Condition:with a headwind,Shape:draw,Outcome:stayed on the fringe,Hole:hole 5",Technical shot voice log for NLP training
Hit a putter from 20 feet with a tailwind.,ShotLog.Technical,"Club:putter,Distance:20 feet,Condition:with a tailwind,Shape:push,Outcome:stayed on the fringe,Hole:hole 1",Technical shot voice log for NLP training
"Hit a 4-iron from 20 feet, shot a .",ShotLog.Technical,"Club:4-iron,Distance:20 feet,Condition:None,Shape:None,Outcome:missed long,Hole:hole 6",Technical shot voice log for NLP training
Hit a 6-iron from 10 feet wet fairway.,ShotLog.Technical,"Club:6-iron,Distance:10 feet,Condition:wet fairway,Shape:push,Outcome:on the fairway,Hole:hole 12",Technical shot voice log for NLP training
"Took a 4-iron from 60 feet into the wind, result was .",ShotLog.Technical,"Club:4-iron,Distance:60 feet,Condition:into the wind,Shape:push,Outcome:None,Hole:hole 6",Technical shot voice log for NLP training
Hit a 3-iron from 70 yards.,ShotLog.Technical,"Club:3-iron,Distance:70 yards,Condition:from the rough,Shape:slice,Outcome:in the bunker,Hole:hole 5",Technical shot voice log for NLP training
"Played a pull with my 6-iron from 160 yards, ended up missed right.",ShotLog.Technical,"Club:6-iron,Distance:160 yards,Condition:wet fairway,Shape:pull,Outcome:missed right,Hole:hole 1",Technical shot voice log for NLP training
"Hit a pitching wedge from 260 yards from a bad lie, and it in the water.",ShotLog.Technical,"Club:pitching wedge,Distance:260 yards,Condition:from a bad lie,Shape:fade,Outcome:in the water,Hole:hole 18",Technical shot voice log for NLP training
"Hit a pitching wedge from 260 yards wet fairway, and it rolled off the back.",ShotLog.Technical,"Club:pitching wedge,Distance:260 yards,Condition:wet fairway,Shape:slice,Outcome:rolled off the back,Hole:hole 14",Technical shot voice log for NLP training
Hit a pitching wedge from 65 feet with a headwind.,ShotLog.Technical,"Club:pitching wedge,Distance:65 feet,Condition:with a headwind,Shape:push,Outcome:missed left,Hole:hole 7",Technical shot voice log for NLP training
"Took a 3-wood from 110 yards off a downhill slope, result was stayed on the fringe.",ShotLog.Technical,"Club:3-wood,Distance:110 yards,Condition:off a downhill slope,Shape:pull,Outcome:stayed on the fringe,Hole:hole 6",Technical shot voice log for NLP training
"Putting for 110 yards, missed hit a tree.",ShotLog.Technical,"Club:6-iron,Distance:110 yards,Condition:with a headwind,Shape:hook,Outcome:hit a tree,Hole:hole 2",Technical shot voice log for NLP training
"Took a 6-iron from 15 feet with a headwind, result was .",ShotLog.Technical,"Club:6-iron,Distance:15 feet,Condition:with a headwind,Shape:slice,Outcome:None,Hole:hole 6",Technical shot voice log for NLP training
"Hit a 2-iron from 75 feet off the tee, and it missed left.",ShotLog.Technical,"Club:2-iron,Distance:75 feet,Condition:off the tee,Shape:push,Outcome:missed left,Hole:hole 11",Technical shot voice log for NLP training
"Took a 6-iron from 25 feet tight lie, result was missed short.",ShotLog.Technical,"Club:6-iron,Distance:25 feet,Condition:tight lie,Shape:pull,Outcome:missed short,Hole:hole 9",Technical shot voice log for NLP training
"Hit a pitching wedge from 80 yards, shot a pull.",ShotLog.Technical,"Club:pitching wedge,Distance:80 yards,Condition:off the tee,Shape:pull,Outcome:missed long,Hole:hole 5",Technical shot voice log for NLP training
Hit a 2-iron from 60 feet.,ShotLog.Technical,"Club:2-iron,Distance:60 feet,Condition:with a headwind,Shape:slice,Outcome:on the fairway,Hole:hole 12",Technical shot voice log for NLP training
Hit a sand wedge from 40 feet.,ShotLog.Technical,"Club:sand wedge,Distance:40 feet,Condition:crosswind from the left,Shape:slice,Outcome:None,Hole:hole 14",Technical shot voice log for NLP training
"Putting for 270 yards, missed landed on the green.",ShotLog.Technical,"Club:5-wood,Distance:270 yards,Condition:None,Shape:hook,Outcome:landed on the green,Hole:hole 3",Technical shot voice log for NLP training
Hit a 8-iron from 130 yards.,ShotLog.Technical,"Club:8-iron,Distance:130 yards,Condition:off a downhill slope,Shape:None,Outcome:stayed on the fringe,Hole:hole 2",Technical shot voice log for NLP training
Hit a 5-iron from 140 yards from the rough.,ShotLog.Technical,"Club:5-iron,Distance:140 yards,Condition:from the rough,Shape:hook,Outcome:missed left,Hole:hole 17",Technical shot voice log for NLP training
Pushed a 5-wood into the in the rough.,ShotLog.Technical,"Club:5-wood,Distance:95 feet,Condition:from the rough,Shape:push,Outcome:in the rough,Hole:hole 7",Technical shot voice log for NLP training
Hit a putter from 85 feet.,ShotLog.Technical,"Club:putter,Distance:85 feet,Condition:off a downhill slope,Shape:draw,Outcome:on the fairway,Hole:hole 13",Technical shot voice log for NLP training
"Hit a driver from 90 feet from the rough, and it missed right.",ShotLog.Technical,"Club:driver,Distance:90 feet,Condition:from the rough,Shape:straight,Outcome:missed right,Hole:hole 2",Technical shot voice log for NLP training
"Pitching wedge shot from 30 feet, tight lie, landed rolled off the back.",ShotLog.Technical,"Club:pitching wedge,Distance:30 feet,Condition:tight lie,Shape:None,Outcome:rolled off the back,Hole:hole 6",Technical shot voice log for NLP training
Hit a hybrid from 170 yards.,ShotLog.Technical,"Club:hybrid,Distance:170 yards,Condition:from the bunker,Shape:straight,Outcome:missed long,Hole:hole 11",Technical shot voice log for NLP training
Hit a 5-wood from 150 yards.,ShotLog.Technical,"Club:5-wood,Distance:150 yards,Condition:off a downhill slope,Shape:draw,Outcome:on the fairway,Hole:hole 18",Technical shot voice log for NLP training
Hit a lob wedge from 60 feet tight lie.,ShotLog.Technical,"Club:lob wedge,Distance:60 feet,Condition:tight lie,Shape:None,Outcome:missed left,Hole:hole 2",Technical shot voice log for NLP training
"Putting for 45 feet, missed missed left.",ShotLog.Technical,"Club:5-iron,Distance:45 feet,Condition:off a downhill slope,Shape:hook,Outcome:missed left,Hole:hole 6",Technical shot voice log for NLP training
"Played a pull with my hybrid from 180 yards, ended up in the bunker.",ShotLog.Technical,"Club:hybrid,Distance:180 yards,Condition:dry fairway,Shape:pull,Outcome:in the bunker,Hole:hole 9",Technical shot voice log for NLP training
"Played a hook with my 4-iron from 60 yards, ended up missed long.",ShotLog.Technical,"Club:4-iron,Distance:60 yards,Condition:off a downhill slope,Shape:hook,Outcome:missed long,Hole:hole 8",Technical shot voice log for NLP training
"Hit a 3-wood from 60 feet dry fairway, and it missed right.",ShotLog.Technical,"Club:3-wood,Distance:60 feet,Condition:dry fairway,Shape:slice,Outcome:missed right,Hole:hole 16",Technical shot voice log for NLP training
"Used my pitching wedge on hole 13, 50 feet, with a headwind.",ShotLog.Technical,"Club:pitching wedge,Distance:50 feet,Condition:with a headwind,Shape:None,Outcome:missed long,Hole:hole 13",Technical shot voice log for NLP training
"Hit a putter from 65 feet into the wind, and it on the fairway.",ShotLog.Technical,"Club:putter,Distance:65 feet,Condition:into the wind,Shape:slice,Outcome:on the fairway,Hole:hole 8",Technical shot voice log for NLP training
"Took a pitching wedge from 15 feet off the tee, result was stayed on the fringe.",ShotLog.Technical,"Club:pitching wedge,Distance:15 feet,Condition:off the tee,Shape:draw,Outcome:stayed on the fringe,Hole:hole 1",Technical shot voice log for NLP training
"Putting for 90 yards, missed rolled off the back.",ShotLog.Technical,"Club:hybrid,Distance:90 yards,Condition:from a bad lie,Shape:draw,Outcome:rolled off the back,Hole:hole 9",Technical shot voice log for NLP training
"Took a hybrid from 100 feet with a tailwind, result was missed left.",ShotLog.Technical,"Club:hybrid,Distance:100 feet,Condition:with a tailwind,Shape:pull,Outcome:missed left,Hole:hole 9",Technical shot voice log for NLP training
"Hit a 8-iron from 40 feet downhill, and it rolled off the back.",ShotLog.Technical,"Club:8-iron,Distance:40 feet,Condition:downhill,Shape:straight,Outcome:rolled off the back,Hole:hole 15",Technical shot voice log for NLP training
"Putting for 130 yards, missed in the water.",ShotLog.Technical,"Club:7-iron,Distance:130 yards,Condition:from the rough,Shape:hook,Outcome:in the water,Hole:hole 8",Technical shot voice log for NLP training
"Putting for 90 yards, missed missed right.",ShotLog.Technical,"Club:7-iron,Distance:90 yards,Condition:tight lie,Shape:slice,Outcome:missed right,Hole:hole 1",Technical shot voice log for NLP training
"Took a 3-wood from 160 yards , result was missed long.",ShotLog.Technical,"Club:3-wood,Distance:160 yards,Condition:None,Shape:None,Outcome:missed long,Hole:hole 12",Technical shot voice log for NLP training
"Hit a lob wedge from 110 yards, shot a .",ShotLog.Technical,"Club:lob wedge,Distance:110 yards,Condition:with a headwind,Shape:None,Outcome:in the rough,Hole:hole 1",Technical shot voice log for NLP training
"Played a with my 7-iron from 75 feet, ended up missed long.",ShotLog.Technical,"Club:7-iron,Distance:75 feet,Condition:uphill,Shape:None,Outcome:missed long,Hole:hole 13",Technical shot voice log for NLP training
"Putting for 25 feet, missed missed short.",ShotLog.Technical,"Club:3-iron,Distance:25 feet,Condition:off the tee,Shape:draw,Outcome:missed short,Hole:hole 8",Technical shot voice log for NLP training
"Hit a hybrid from 30 feet, shot a straight.",ShotLog.Technical,"Club:hybrid,Distance:30 feet,Condition:wet fairway,Shape:straight,Outcome:missed long,Hole:hole 5",Technical shot voice log for NLP training
"Putting for 40 feet, missed in the rough.",ShotLog.Technical,"Club:3-wood,Distance:40 feet,Condition:from the bunker,Shape:pull,Outcome:in the rough,Hole:hole 8",Technical shot voice log for NLP training
Hit a 9-iron from 55 feet.,ShotLog.Technical,"Club:9-iron,Distance:55 feet,Condition:uphill,Shape:straight,Outcome:in the bunker,Hole:hole 13",Technical shot voice log for NLP training
"Used my pitching wedge on hole 4, 5 feet, tight lie.",ShotLog.Technical,"Club:pitching wedge,Distance:5 feet,Condition:tight lie,Shape:pull,Outcome:in the bunker,Hole:hole 4",Technical shot voice log for NLP training
"Used my 3-iron on hole 16, 10 feet, off the tee.",ShotLog.Technical,"Club:3-iron,Distance:10 feet,Condition:off the tee,Shape:hook,Outcome:stayed on the fringe,Hole:hole 16",Technical shot voice log for NLP training
Hit a driver from 35 feet with a headwind.,ShotLog.Technical,"Club:driver,Distance:35 feet,Condition:with a headwind,Shape:push,Outcome:stayed on the fringe,Hole:hole 2",Technical shot voice log for NLP training
"Hit a pitching wedge from 170 yards, shot a push.",ShotLog.Technical,"Club:pitching wedge,Distance:170 yards,Condition:uphill,Shape:push,Outcome:stayed on the fringe,Hole:hole 4",Technical shot voice log for NLP training
"Putting for 110 yards, missed hit a tree.",ShotLog.Technical,"Club:7-iron,Distance:110 yards,Condition:uphill,Shape:slice,Outcome:hit a tree,Hole:hole 16",Technical shot voice log for NLP training
"Putting for 90 yards, missed missed right.",ShotLog.Technical,"Club:8-iron,Distance:90 yards,Condition:None,Shape:pull,Outcome:missed right,Hole:hole 16",Technical shot voice log for NLP training
Hit a 5-iron from 10 feet wet fairway.,ShotLog.Technical,"Club:5-iron,Distance:10 feet,Condition:wet fairway,Shape:pull,Outcome:missed right,Hole:hole 12",Technical shot voice log for NLP training
"Took a 7-iron from 220 yards off a downhill slope, result was rolled off the back.",ShotLog.Technical,"Club:7-iron,Distance:220 yards,Condition:off a downhill slope,Shape:hook,Outcome:rolled off the back,Hole:hole 18",Technical shot voice log for NLP training
Hit a putter from 100 yards off the tee.,ShotLog.Technical,"Club:putter,Distance:100 yards,Condition:off the tee,Shape:None,Outcome:missed long,Hole:hole 9",Technical shot voice log for NLP training
"Used my 8-iron on hole 14, 270 yards, from the rough.",ShotLog.Technical,"Club:8-iron,Distance:270 yards,Condition:from the rough,Shape:draw,Outcome:on the fairway,Hole:hole 14",Technical shot voice log for NLP training
"Used my driver on hole 17, 80 feet, downhill.",ShotLog.Technical,"Club:driver,Distance:80 feet,Condition:downhill,Shape:fade,Outcome:stayed on the fringe,Hole:hole 17",Technical shot voice log for NLP training
"Hit a lob wedge from 90 feet uphill, and it in the water.",ShotLog.Technical,"Club:lob wedge,Distance:90 feet,Condition:uphill,Shape:push,Outcome:in the water,Hole:hole 16",Technical shot voice log for NLP training
"Used my 3-iron on hole 12, 70 feet, with a tailwind.",ShotLog.Technical,"Club:3-iron,Distance:70 feet,Condition:with a tailwind,Shape:pull,Outcome:in the bunker,Hole:hole 12",Technical shot voice log for NLP training
Hit a 3-iron from 270 yards.,ShotLog.Technical,"Club:3-iron,Distance:270 yards,Condition:downhill,Shape:hook,Outcome:missed left,Hole:hole 18",Technical shot voice log for NLP training
"Hit a 8-iron from 240 yards, shot a push.",ShotLog.Technical,"Club:8-iron,Distance:240 yards,Condition:downhill,Shape:push,Outcome:stayed on the fringe,Hole:hole 17",Technical shot voice log for NLP training
"Putting for 50 yards, missed missed right.",ShotLog.Technical,"Club:3-iron,Distance:50 yards,Condition:from the bunker,Shape:fade,Outcome:missed right,Hole:hole 1",Technical shot voice log for NLP training
"9-iron shot from 85 feet, off the tee, landed landed on the green.",ShotLog.Technical,"Club:9-iron,Distance:85 feet,Condition:off the tee,Shape:hook,Outcome:landed on the green,Hole:hole 17",Technical shot voice log for NLP training
"Hit a 9-iron from 25 feet tight lie, and it landed on the green.",ShotLog.Technical,"Club:9-iron,Distance:25 feet,Condition:tight lie,Shape:push,Outcome:landed on the green,Hole:hole 7",Technical shot voice log for NLP training
"Hit a 7-iron from 280 yards into the wind, and it in the rough.",ShotLog.Technical,"Club:7-iron,Distance:280 yards,Condition:into the wind,Shape:push,Outcome:in the rough,Hole:hole 13",Technical shot voice log for NLP training
"Took a 9-iron from 110 yards from a bad lie, result was in the bunker.",ShotLog.Technical,"Club:9-iron,Distance:110 yards,Condition:from a bad lie,Shape:fade,Outcome:in the bunker,Hole:hole 14",Technical shot voice log for NLP training
"Putting for 70 yards, missed in the rough.",ShotLog.Technical,"Club:3-wood,Distance:70 yards,Condition:off the tee,Shape:push,Outcome:in the rough,Hole:hole 18",Technical shot voice log for NLP training
"Took a hybrid from 160 yards tight lie, result was missed left.",ShotLog.Technical,"Club:hybrid,Distance:160 yards,Condition:tight lie,Shape:push,Outcome:missed left,Hole:hole 17",Technical shot voice log for NLP training
"Putting for 290 yards, missed on the fairway.",ShotLog.Technical,"Club:2-iron,Distance:290 yards,Condition:wet fairway,Shape:fade,Outcome:on the fairway,Hole:hole 14",Technical shot voice log for NLP training
"Putting for 270 yards, missed missed left.",ShotLog.Technical,"Club:putter,Distance:270 yards,Condition:dry fairway,Shape:push,Outcome:missed left,Hole:hole 12",Technical shot voice log for NLP training
"Used my 3-wood on hole 18, 35 feet, uphill.",ShotLog.Technical,"Club:3-wood,Distance:35 feet,Condition:uphill,Shape:pull,Outcome:missed right,Hole:hole 18",Technical shot voice log for NLP training
Pushed a hybrid into the missed long.,ShotLog.Technical,"Club:hybrid,Distance:220 yards,Condition:from the rough,Shape:hook,Outcome:missed long,Hole:hole 8",Technical shot voice log for NLP training
"Hit a 2-iron from 180 yards off the tee, and it in the rough.",ShotLog.Technical,"Club:2-iron,Distance:180 yards,Condition:off the tee,Shape:slice,Outcome:in the rough,Hole:hole 8",Technical shot voice log for NLP training
"Hit a 5-wood from 50 yards, shot a pull.",ShotLog.Technical,"Club:5-wood,Distance:50 yards,Condition:off the tee,Shape:pull,Outcome:in the water,Hole:hole 16",Technical shot voice log for NLP training
Pushed a 4-iron into the rolled off the back.,ShotLog.Technical,"Club:4-iron,Distance:190 yards,Condition:from the rough,Shape:push,Outcome:rolled off the back,Hole:hole 4",Technical shot voice log for NLP training
"Putting for 170 yards, missed missed long.",ShotLog.Technical,"Club:9-iron,Distance:170 yards,Condition:crosswind from the left,Shape:hook,Outcome:missed long,Hole:hole 3",Technical shot voice log for NLP training
"Played a draw with my 2-iron from 70 yards, ended up .",ShotLog.Technical,"Club:2-iron,Distance:70 yards,Condition:wet fairway,Shape:draw,Outcome:None,Hole:hole 12",Technical shot voice log for NLP training
"Used my pitching wedge on hole 13, 75 feet, .",ShotLog.Technical,"Club:pitching wedge,Distance:75 feet,Condition:None,Shape:straight,Outcome:None,Hole:hole 13",Technical shot voice log for NLP training
Hit a 5-iron from 75 feet downhill.,ShotLog.Technical,"Club:5-iron,Distance:75 feet,Condition:downhill,Shape:hook,Outcome:missed long,Hole:hole 5",Technical shot voice log for NLP training
"Used my 3-wood on hole 15, 100 yards, tight lie.",ShotLog.Technical,"Club:3-wood,Distance:100 yards,Condition:tight lie,Shape:pull,Outcome:missed right,Hole:hole 15",Technical shot voice log for NLP training
Pushed a lob wedge into the missed long.,ShotLog.Technical,"Club:lob wedge,Distance:130 yards,Condition:from the bunker,Shape:fade,Outcome:missed long,Hole:hole 4",Technical shot voice log for NLP training
"Putting for 150 yards, missed rolled off the back.",ShotLog.Technical,"Club:7-iron,Distance:150 yards,Condition:off the tee,Shape:straight,Outcome:rolled off the back,Hole:hole 2",Technical shot voice log for NLP training
"Took a driver from 130 yards uphill, result was hit a tree.",ShotLog.Technical,"Club:driver,Distance:130 yards,Condition:uphill,Shape:slice,Outcome:hit a tree,Hole:hole 4",Technical shot voice log for NLP training
Hit a 3-wood from 130 yards.,ShotLog.Technical,"Club:3-wood,Distance:130 yards,Condition:downhill,Shape:None,Outcome:in the water,Hole:hole 18",Technical shot voice log for NLP training
"Used my hybrid on hole 5, 50 yards, wet fairway.",ShotLog.Technical,"Club:hybrid,Distance:50 yards,Condition:wet fairway,Shape:hook,Outcome:None,Hole:hole 5",Technical shot voice log for NLP training
Hit a 3-iron from 60 yards.,ShotLog.Technical,"Club:3-iron,Distance:60 yards,Condition:off a downhill slope,Shape:fade,Outcome:landed on the green,Hole:hole 6",Technical shot voice log for NLP training
Hit a 4-iron from 20 feet tight lie.,ShotLog.Technical,"Club:4-iron,Distance:20 feet,Condition:tight lie,Shape:hook,Outcome:missed short,Hole:hole 16",Technical shot voice log for NLP training
Hit a 9-iron from 50 yards.,ShotLog.Technical,"Club:9-iron,Distance:50 yards,Condition:off the tee,Shape:None,Outcome:missed long,Hole:hole 3",Technical shot voice log for NLP training
"Took a 6-iron from 280 yards , result was missed short.",ShotLog.Technical,"Club:6-iron,Distance:280 yards,Condition:None,Shape:push,Outcome:missed short,Hole:hole 8",Technical shot voice log for NLP training
"7-iron shot from 300 yards, from the bunker, landed in the bunker.",ShotLog.Technical,"Club:7-iron,Distance:300 yards,Condition:from the bunker,Shape:push,Outcome:in the bunker,Hole:hole 4",Technical shot voice log for NLP training
"Took a putter from 50 yards wet fairway, result was .",ShotLog.Technical,"Club:putter,Distance:50 yards,Condition:wet fairway,Shape:hook,Outcome:None,Hole:hole 18",Technical shot voice log for NLP training
"Played a pull with my 3-iron from 60 feet, ended up .",ShotLog.Technical,"Club:3-iron,Distance:60 feet,Condition:crosswind from the left,Shape:pull,Outcome:None,Hole:hole 9",Technical shot voice log for NLP training
"Took a 8-iron from 5 feet off the tee, result was in the bunker.",ShotLog.Technical,"Club:8-iron,Distance:5 feet,Condition:off the tee,Shape:straight,Outcome:in the bunker,Hole:hole 13",Technical shot voice log for NLP training
Hit a lob wedge from 150 yards.,ShotLog.Technical,"Club:lob wedge,Distance:150 yards,Condition:from the bunker,Shape:fade,Outcome:in the water,Hole:hole 13",Technical shot voice log for NLP training
"Played a push with my sand wedge from 30 feet, ended up rolled off the back.",ShotLog.Technical,"Club:sand wedge,Distance:30 feet,Condition:downhill,Shape:push,Outcome:rolled off the back,Hole:hole 4",Technical shot voice log for NLP training
Hit a 5-iron from 90 feet with a headwind.,ShotLog.Technical,"Club:5-iron,Distance:90 feet,Condition:with a headwind,Shape:push,Outcome:None,Hole:hole 16",Technical shot voice log for NLP training
"Used my pitching wedge on hole 10, 85 feet, from the rough.",ShotLog.Technical,"Club:pitching wedge,Distance:85 feet,Condition:from the rough,Shape:None,Outcome:missed short,Hole:hole 10",Technical shot voice log for NLP training
"Took a putter from 20 feet downhill, result was rolled off the back.",ShotLog.Technical,"Club:putter,Distance:20 feet,Condition:downhill,Shape:straight,Outcome:rolled off the back,Hole:hole 16",Technical shot voice log for NLP training
"Putting for 240 yards, missed missed right.",ShotLog.Technical,"Club:4-iron,Distance:240 yards,Condition:with a tailwind,Shape:slice,Outcome:missed right,Hole:hole 10",Technical shot voice log for NLP training
"Hit a lob wedge from 20 feet downhill, and it stayed on the fringe.",ShotLog.Technical,"Club:lob wedge,Distance:20 feet,Condition:downhill,Shape:None,Outcome:stayed on the fringe,Hole:hole 7",Technical shot voice log for NLP training
Hit a 5-iron from 280 yards dry fairway.,ShotLog.Technical,"Club:5-iron,Distance:280 yards,Condition:dry fairway,Shape:pull,Outcome:None,Hole:hole 1",Technical shot voice log for NLP training
Pushed a driver into the .,ShotLog.Technical,"Club:driver,Distance:100 feet,Condition:tight lie,Shape:draw,Outcome:None,Hole:hole 5",Technical shot voice log for NLP training
"Took a 6-iron from 70 feet uphill, result was stayed on the fringe.",ShotLog.Technical,"Club:6-iron,Distance:70 feet,Condition:uphill,Shape:fade,Outcome:stayed on the fringe,Hole:hole 18",Technical shot voice log for NLP training
Pushed a 5-wood into the .,ShotLog.Technical,"Club:5-wood,Distance:270 yards,Condition:off a downhill slope,Shape:straight,Outcome:None,Hole:hole 16",Technical shot voice log for NLP training
"Used my 3-iron on hole 12, 300 yards, .",ShotLog.Technical,"Club:3-iron,Distance:300 yards,Condition:None,Shape:pull,Outcome:missed long,Hole:hole 12",Technical shot voice log for NLP training
"Took a 4-iron from 80 feet off a downhill slope, result was in the water.",ShotLog.Technical,"Club:4-iron,Distance:80 feet,Condition:off a downhill slope,Shape:push,Outcome:in the water,Hole:hole 15",Technical shot voice log for NLP training
"Used my sand wedge on hole 4, 90 feet, with a tailwind.",ShotLog.Technical,"Club:sand wedge,Distance:90 feet,Condition:with a tailwind,Shape:push,Outcome:rolled off the back,Hole:hole 4",Technical shot voice log for NLP training
"Used my 8-iron on hole 8, 10 feet, off the tee.",ShotLog.Technical,"Club:8-iron,Distance:10 feet,Condition:off the tee,Shape:push,Outcome:in the rough,Hole:hole 8",Technical shot voice log for NLP training
Hit a 6-iron from 180 yards.,ShotLog.Technical,"Club:6-iron,Distance:180 yards,Condition:from the rough,Shape:draw,Outcome:in the water,Hole:hole 14",Technical shot voice log for NLP training
"Took a 9-iron from 30 feet into the wind, result was missed short.",ShotLog.Technical,"Club:9-iron,Distance:30 feet,Condition:into the wind,Shape:fade,Outcome:missed short,Hole:hole 3",Technical shot voice log for NLP training
"Used my 3-wood on hole 11, 60 yards, tight lie.",ShotLog.Technical,"Club:3-wood,Distance:60 yards,Condition:tight lie,Shape:pull,Outcome:missed right,Hole:hole 11",Technical shot voice log for NLP training
"Putting for 220 yards, missed rolled off the back.",ShotLog.Technical,"Club:7-iron,Distance:220 yards,Condition:with a headwind,Shape:pull,Outcome:rolled off the back,Hole:hole 16",Technical shot voice log for NLP training
Hit a putter from 15 feet.,ShotLog.Technical,"Club:putter,Distance:15 feet,Condition:tight lie,Shape:None,Outcome:missed left,Hole:hole 12",Technical shot voice log for NLP training
Hit a 3-iron from 30 feet.,ShotLog.Technical,"Club:3-iron,Distance:30 feet,Condition:from a bad lie,Shape:push,Outcome:in the water,Hole:hole 18",Technical shot voice log for NLP training
Hit a 4-iron from 20 feet uphill.,ShotLog.Technical,"Club:4-iron,Distance:20 feet,Condition:uphill,Shape:straight,Outcome:hit a tree,Hole:hole 6",Technical shot voice log for NLP training
"Played a with my pitching wedge from 75 feet, ended up missed left.",ShotLog.Technical,"Club:pitching wedge,Distance:75 feet,Condition:wet fairway,Shape:None,Outcome:missed left,Hole:hole 2",Technical shot voice log for NLP training
"Used my hybrid on hole 9, 300 yards, into the wind.",ShotLog.Technical,"Club:hybrid,Distance:300 yards,Condition:into the wind,Shape:push,Outcome:on the fairway,Hole:hole 9",Technical shot voice log for NLP training
Hit a sand wedge from 60 yards.,ShotLog.Technical,"Club:sand wedge,Distance:60 yards,Condition:with a headwind,Shape:slice,Outcome:on the fairway,Hole:hole 2",Technical shot voice log for NLP training
Pushed a 8-iron into the stayed on the fringe.,ShotLog.Technical,"Club:8-iron,Distance:20 feet,Condition:from the bunker,Shape:slice,Outcome:stayed on the fringe,Hole:hole 6",Technical shot voice log for NLP training
"Putting for 95 feet, missed missed right.",ShotLog.Technical,"Club:putter,Distance:95 feet,Condition:from a bad lie,Shape:draw,Outcome:missed right,Hole:hole 8",Technical shot voice log for NLP training
"Played a pull with my 5-wood from 90 yards, ended up landed on the green.",ShotLog.Technical,"Club:5-wood,Distance:90 yards,Condition:from the rough,Shape:pull,Outcome:landed on the green,Hole:hole 1",Technical shot voice log for NLP training
Hit a 4-iron from 90 yards into the wind.,ShotLog.Technical,"Club:4-iron,Distance:90 yards,Condition:into the wind,Shape:pull,Outcome:missed short,Hole:hole 11",Technical shot voice log for NLP training
"Putter shot from 100 yards, off a downhill slope, landed missed long.",ShotLog.Technical,"Club:putter,Distance:100 yards,Condition:off a downhill slope,Shape:slice,Outcome:missed long,Hole:hole 5",Technical shot voice log for NLP training
"Took a 5-wood from 70 feet downhill, result was missed short.",ShotLog.Technical,"Club:5-wood,Distance:70 feet,Condition:downhill,Shape:fade,Outcome:missed short,Hole:hole 9",Technical shot voice log for NLP training
"Took a 9-iron from 10 feet from a bad lie, result was in the rough.",ShotLog.Technical,"Club:9-iron,Distance:10 feet,Condition:from a bad lie,Shape:draw,Outcome:in the rough,Hole:hole 4",Technical shot voice log for NLP training
"Hit a 3-iron from 120 yards , and it missed short.",ShotLog.Technical,"Club:3-iron,Distance:120 yards,Condition:None,Shape:push,Outcome:missed short,Hole:hole 8",Technical shot voice log for NLP training
"5-iron shot from 60 yards, crosswind from the left, landed in the water.",ShotLog.Technical,"Club:5-iron,Distance:60 yards,Condition:crosswind from the left,Shape:None,Outcome:in the water,Hole:hole 4",Technical shot voice log for NLP training
"Played a push with my sand wedge from 75 feet, ended up in the rough.",ShotLog.Technical,"Club:sand wedge,Distance:75 feet,Condition:uphill,Shape:push,Outcome:in the rough,Hole:hole 13",Technical shot voice log for NLP training
