content_id,template_id,template_name,pillar,vark_mode,level,length,scenario_tags,pressure_level,lie_type,wind_condition,region_variant,script_text,cta_question,follow_up_prompt,confidence_rating_hint,do_not_say_flags
MC_00189,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Compete,deep,three_putt_frustration;missed_short_putt,high,rough,light,US,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Narrow focus. Execute under pressure.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What’s the plan for the next one?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00190,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Maintain,micro,after_bad_shot_release;missed_short_putt,medium,greenside_bunker,moderate,AU,"That shot is done. Let it go.
Stay consistent. Trust what works.
Feel your feet. One slow exhale. Loose grip pressure.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00191,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Maintain,standard,after_bad_shot_release;missed_short_putt,high,greenside_bunker,calm,US,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Stay consistent. Trust what works.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Can you release that shot in one breath?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00192,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Maintain,deep,missed_short_putt;after_good_shot_stay_present,low,fairway_bunker,light,AU,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Stay consistent. Trust what works.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What’s the plan for the next one?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00193,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Foundation,micro,bunker_miss;double_bogey_stop_bleed,high,rough,light,US,"Stop the bleed. Reset. One smart shot next.
Keep it simple and repeatable.
Picture one clear target line. See the ball start on it.",What’s the safest committed shot right now?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00194,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Foundation,standard,chunked_wedge_recover;penalty_recovery,low,fairway_bunker,calm,AU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Keep it simple and repeatable.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",Do you want to reset pace or reset focus first?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00195,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Foundation,deep,lost_ball_reset;penalty_recovery,medium,fairway_bunker,strong,AU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Keep it simple and repeatable.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What’s the safest committed shot right now?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00196,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Build,micro,chunked_wedge_recover;lost_ball_reset,high,rough,strong,US,"Stop the bleed. Reset. One smart shot next.
Add one detail: pace and commitment.
Picture one clear target line. See the ball start on it.",Do you want to reset pace or reset focus first?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00197,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Build,standard,chunked_wedge_recover;bunker_miss,medium,greenside_bunker,calm,US,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Add one detail: pace and commitment.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",Do you want to reset pace or reset focus first?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00198,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Build,deep,penalty_recovery;double_bogey_stop_bleed,high,perfect,strong,US,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Add one detail: pace and commitment.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Do you want to reset pace or reset focus first?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00199,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Compete,micro,penalty_recovery;chunked_wedge_recover,low,fairway_bunker,calm,US,"Stop the bleed. Reset. One smart shot next.
Narrow focus. Execute under pressure.
Picture one clear target line. See the ball start on it.",What’s the safest committed shot right now?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00200,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Compete,standard,lost_ball_reset;chunked_wedge_recover,high,tight,light,US,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Narrow focus. Execute under pressure.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s the safest committed shot right now?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00201,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Compete,deep,bunker_miss;chunked_wedge_recover,low,fairway_bunker,calm,EU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Narrow focus. Execute under pressure.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Do you want to reset pace or reset focus first?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00202,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Maintain,micro,chunked_wedge_recover;double_bogey_stop_bleed,medium,perfect,moderate,AU,"Stop the bleed. Reset. One smart shot next.
Stay consistent. Trust what works.
Picture one clear target line. See the ball start on it.",What’s the safest committed shot right now?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00203,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Maintain,standard,penalty_recovery;bunker_miss,high,tight,moderate,EU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Stay consistent. Trust what works.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s the safest committed shot right now?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00204,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Visual,Maintain,deep,bunker_miss;lost_ball_reset,low,tight,strong,AU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Stay consistent. Trust what works.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Do you want to reset pace or reset focus first?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00205,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Foundation,micro,double_bogey_stop_bleed;lost_ball_reset,low,fairway_bunker,calm,AU,"Stop the bleed. Reset. One smart shot next.
Keep it simple and repeatable.
Say one phrase to yourself: “Smooth and committed.”",What’s the safest committed shot right now?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00206,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Foundation,standard,lost_ball_reset;double_bogey_stop_bleed,high,greenside_bunker,moderate,AU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Keep it simple and repeatable.
Use a quiet cue phrase. One sentence, same tone every time.",Do you want to reset pace or reset focus first?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00207,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Foundation,deep,chunked_wedge_recover;bunker_miss,low,greenside_bunker,light,AU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Keep it simple and repeatable.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the safest committed shot right now?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00208,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Build,micro,double_bogey_stop_bleed;penalty_recovery,high,rough,light,US,"Stop the bleed. Reset. One smart shot next.
Add one detail: pace and commitment.
Say one phrase to yourself: “Smooth and committed.”",Do you want to reset pace or reset focus first?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00209,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Build,standard,chunked_wedge_recover;bunker_miss,low,perfect,calm,US,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Add one detail: pace and commitment.
Use a quiet cue phrase. One sentence, same tone every time.",Do you want to reset pace or reset focus first?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00210,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Build,deep,double_bogey_stop_bleed;chunked_wedge_recover,medium,tight,strong,EU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Add one detail: pace and commitment.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Do you want to reset pace or reset focus first?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00211,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Compete,micro,chunked_wedge_recover;lost_ball_reset,medium,perfect,light,US,"Stop the bleed. Reset. One smart shot next.
Narrow focus. Execute under pressure.
Say one phrase to yourself: “Smooth and committed.”",What’s the safest committed shot right now?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00212,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Compete,standard,lost_ball_reset;penalty_recovery,medium,fairway_bunker,strong,AU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Narrow focus. Execute under pressure.
Use a quiet cue phrase. One sentence, same tone every time.",Do you want to reset pace or reset focus first?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00213,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Compete,deep,lost_ball_reset;chunked_wedge_recover,high,rough,moderate,US,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Narrow focus. Execute under pressure.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the safest committed shot right now?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00214,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Maintain,micro,double_bogey_stop_bleed;penalty_recovery,low,fairway_bunker,light,UK,"Stop the bleed. Reset. One smart shot next.
Stay consistent. Trust what works.
Say one phrase to yourself: “Smooth and committed.”",Do you want to reset pace or reset focus first?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00215,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Maintain,standard,lost_ball_reset;bunker_miss,low,tight,moderate,US,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Stay consistent. Trust what works.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the safest committed shot right now?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00216,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Aural,Maintain,deep,chunked_wedge_recover;bunker_miss,high,fairway_bunker,strong,AU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Stay consistent. Trust what works.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the safest committed shot right now?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00217,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Foundation,micro,lost_ball_reset;chunked_wedge_recover,medium,greenside_bunker,light,AU,"Stop the bleed. Reset. One smart shot next.
Keep it simple and repeatable.
Name the task in words: “Pick. Commit. Swing.”",Do you want to reset pace or reset focus first?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00218,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Foundation,standard,penalty_recovery;lost_ball_reset,low,tight,strong,EU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Keep it simple and repeatable.
Use a short written-style checklist in your head: target, plan, commit.",What’s the safest committed shot right now?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00219,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Foundation,deep,penalty_recovery;lost_ball_reset,low,fairway_bunker,moderate,US,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Keep it simple and repeatable.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the safest committed shot right now?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00220,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Build,micro,double_bogey_stop_bleed;lost_ball_reset,medium,tight,calm,EU,"Stop the bleed. Reset. One smart shot next.
Add one detail: pace and commitment.
Name the task in words: “Pick. Commit. Swing.”",Do you want to reset pace or reset focus first?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00221,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Build,standard,bunker_miss;lost_ball_reset,medium,rough,light,EU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Add one detail: pace and commitment.
Use a short written-style checklist in your head: target, plan, commit.",What’s the safest committed shot right now?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00222,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Build,deep,lost_ball_reset;chunked_wedge_recover,medium,tight,calm,UK,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Add one detail: pace and commitment.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the safest committed shot right now?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00223,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Compete,micro,chunked_wedge_recover;double_bogey_stop_bleed,medium,rough,strong,UK,"Stop the bleed. Reset. One smart shot next.
Narrow focus. Execute under pressure.
Name the task in words: “Pick. Commit. Swing.”",What’s the safest committed shot right now?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00224,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Compete,standard,penalty_recovery;chunked_wedge_recover,high,greenside_bunker,light,UK,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Narrow focus. Execute under pressure.
Use a short written-style checklist in your head: target, plan, commit.",Do you want to reset pace or reset focus first?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00225,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Compete,deep,bunker_miss;double_bogey_stop_bleed,high,tight,moderate,EU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Narrow focus. Execute under pressure.
Run a 4-line script: target, plan, breath, commit. Then go.",Do you want to reset pace or reset focus first?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00226,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Maintain,micro,chunked_wedge_recover;penalty_recovery,high,greenside_bunker,light,AU,"Stop the bleed. Reset. One smart shot next.
Stay consistent. Trust what works.
Name the task in words: “Pick. Commit. Swing.”",What’s the safest committed shot right now?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00227,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Maintain,standard,double_bogey_stop_bleed;chunked_wedge_recover,medium,rough,calm,AU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Stay consistent. Trust what works.
Use a short written-style checklist in your head: target, plan, commit.",Do you want to reset pace or reset focus first?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00228,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,ReadWrite,Maintain,deep,lost_ball_reset;bunker_miss,high,greenside_bunker,strong,UK,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Stay consistent. Trust what works.
Run a 4-line script: target, plan, breath, commit. Then go.",Do you want to reset pace or reset focus first?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00229,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Foundation,micro,lost_ball_reset;bunker_miss,high,greenside_bunker,strong,EU,"Stop the bleed. Reset. One smart shot next.
Keep it simple and repeatable.
Feel your feet. One slow exhale. Loose grip pressure.",Do you want to reset pace or reset focus first?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00230,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Foundation,standard,double_bogey_stop_bleed;lost_ball_reset,low,perfect,strong,AU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Keep it simple and repeatable.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Do you want to reset pace or reset focus first?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00231,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Foundation,deep,bunker_miss;chunked_wedge_recover,high,tight,moderate,EU,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Keep it simple and repeatable.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What’s the safest committed shot right now?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00232,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Build,micro,double_bogey_stop_bleed;bunker_miss,medium,greenside_bunker,calm,UK,"Stop the bleed. Reset. One smart shot next.
Add one detail: pace and commitment.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the safest committed shot right now?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00233,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Build,standard,double_bogey_stop_bleed;chunked_wedge_recover,high,tight,calm,AU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Add one detail: pace and commitment.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What’s the safest committed shot right now?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00234,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Build,deep,chunked_wedge_recover;lost_ball_reset,low,perfect,calm,UK,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Add one detail: pace and commitment.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Do you want to reset pace or reset focus first?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00235,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Compete,micro,chunked_wedge_recover;double_bogey_stop_bleed,high,tight,light,UK,"Stop the bleed. Reset. One smart shot next.
Narrow focus. Execute under pressure.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the safest committed shot right now?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00236,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Compete,standard,double_bogey_stop_bleed;penalty_recovery,high,tight,light,AU,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Narrow focus. Execute under pressure.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What’s the safest committed shot right now?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00237,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Compete,deep,lost_ball_reset;penalty_recovery,high,tight,light,UK,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Narrow focus. Execute under pressure.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Do you want to reset pace or reset focus first?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00238,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Maintain,micro,double_bogey_stop_bleed;lost_ball_reset,low,perfect,calm,EU,"Stop the bleed. Reset. One smart shot next.
Stay consistent. Trust what works.
Feel your feet. One slow exhale. Loose grip pressure.",Do you want to reset pace or reset focus first?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00239,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Maintain,standard,bunker_miss;double_bogey_stop_bleed,medium,rough,moderate,UK,"After a mistake: slow down. Reset. Choose the simplest next shot you can commit to.
Stay consistent. Trust what works.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What’s the safest committed shot right now?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00240,MC_T05_MISTAKE_RECOVERY,Mistake Recovery,CONTROL,Kinesthetic,Maintain,deep,chunked_wedge_recover;bunker_miss,low,rough,strong,UK,"Recovery rule: reduce risk, increase commitment. One breath. One simple plan. Then rebuild from there.
Stay consistent. Trust what works.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Do you want to reset pace or reset focus first?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00241,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Foundation,micro,nerves_on_green;match_play_moment,medium,greenside_bunker,calm,UK,"Calm body. Clear target. Commit.
Keep it simple and repeatable.
Picture one clear target line. See the ball start on it.",Where is your target line—keep it simple?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00242,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Foundation,standard,being_watched;nerves_on_green,medium,greenside_bunker,moderate,AU,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Keep it simple and repeatable.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What cue phrase keeps you steady?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00243,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Foundation,deep,playing_with_better_golfers;being_watched,low,perfect,moderate,EU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Keep it simple and repeatable.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Where is your target line—keep it simple?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00244,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Build,micro,match_play_moment;nerves_on_green,medium,fairway_bunker,strong,US,"Calm body. Clear target. Commit.
Add one detail: pace and commitment.
Picture one clear target line. See the ball start on it.",What cue phrase keeps you steady?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00245,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Build,standard,being_watched;match_play_moment,high,fairway_bunker,calm,US,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Add one detail: pace and commitment.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",Where is your target line—keep it simple?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00246,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Build,deep,playing_with_better_golfers;nerves_on_green,high,perfect,light,EU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Add one detail: pace and commitment.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Where is your target line—keep it simple?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00247,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Compete,micro,being_watched;closing_holes_pressure,high,greenside_bunker,strong,UK,"Calm body. Clear target. Commit.
Narrow focus. Execute under pressure.
Picture one clear target line. See the ball start on it.",What cue phrase keeps you steady?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00248,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Compete,standard,closing_holes_pressure;playing_with_better_golfers,low,greenside_bunker,moderate,US,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Narrow focus. Execute under pressure.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",Where is your target line—keep it simple?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00249,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Compete,deep,nerves_on_green;playing_with_better_golfers,medium,greenside_bunker,light,AU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Narrow focus. Execute under pressure.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What cue phrase keeps you steady?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00250,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Maintain,micro,closing_holes_pressure;playing_with_better_golfers,medium,rough,light,AU,"Calm body. Clear target. Commit.
Stay consistent. Trust what works.
Picture one clear target line. See the ball start on it.",Where is your target line—keep it simple?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00251,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Maintain,standard,playing_with_better_golfers;match_play_moment,medium,perfect,strong,EU,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Stay consistent. Trust what works.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What cue phrase keeps you steady?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
